OntologyURI;ReasonerCreationTime(ns);MaterializingTime(ns)
file:////home/ktgroup/Desktop/isa/Datasets/356/13a74419-fef5-4ced-afc6-265b308c54f1_onto.rdf_functional.owl_1_4_112.owl;55916532;99870010
file:////home/ktgroup/Desktop/isa/Datasets/356/13a74419-fef5-4ced-afc6-265b308c54f1_onto.rdf_functional.owl_1_4_116.owl;58136762;100418694
file:////home/ktgroup/Desktop/isa/Datasets/356/13a74419-fef5-4ced-afc6-265b308c54f1_onto.rdf_functional.owl_1_4_120.owl;56210003;102891848
file:////home/ktgroup/Desktop/isa/Datasets/356/13a74419-fef5-4ced-afc6-265b308c54f1_onto.rdf_functional.owl_1_4_124.owl;57812829;103410699
file:////home/ktgroup/Desktop/isa/Datasets/356/13a74419-fef5-4ced-afc6-265b308c54f1_onto.rdf_functional.owl_1_4_128.owl;55865420;103433085
file:////home/ktgroup/Desktop/isa/Datasets/356/13a74419-fef5-4ced-afc6-265b308c54f1_onto.rdf_functional.owl_1_4_132.owl;55943493;105051737
file:////home/ktgroup/Desktop/isa/Datasets/356/13a74419-fef5-4ced-afc6-265b308c54f1_onto.rdf_functional.owl_1_4_136.owl;55752925;105329802
file:////home/ktgroup/Desktop/isa/Datasets/356/13a74419-fef5-4ced-afc6-265b308c54f1_onto.rdf_functional.owl_1_4_140.owl;55996841;106542733
file:////home/ktgroup/Desktop/isa/Datasets/356/13a74419-fef5-4ced-afc6-265b308c54f1_onto.rdf_functional.owl_1_4_144.owl;56031458;106928507
file:////home/ktgroup/Desktop/isa/Datasets/356/13a74419-fef5-4ced-afc6-265b308c54f1_onto.rdf_functional.owl_1_4_148.owl;56054425;107060682
file:////home/ktgroup/Desktop/isa/Datasets/356/15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl;57231664;103670832
file:////home/ktgroup/Desktop/isa/Datasets/356/15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl_1_7_136.owl;57608399;85416290
file:////home/ktgroup/Desktop/isa/Datasets/356/15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl_1_7_143.owl;57379860;86911380
file:////home/ktgroup/Desktop/isa/Datasets/356/15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl_1_7_150.owl;57581310;88639178
file:////home/ktgroup/Desktop/isa/Datasets/356/15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl_1_7_157.owl;59041383;90618952
file:////home/ktgroup/Desktop/isa/Datasets/356/15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl_1_7_164.owl;58632755;92016475
file:////home/ktgroup/Desktop/isa/Datasets/356/15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl_1_7_171.owl;58932698;97676934
file:////home/ktgroup/Desktop/isa/Datasets/356/15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl_1_7_178.owl;59203705;93929061
file:////home/ktgroup/Desktop/isa/Datasets/356/15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl_1_7_185.owl;59566413;96701061
file:////home/ktgroup/Desktop/isa/Datasets/356/15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl_1_7_192.owl;60639952;103828394
file:////home/ktgroup/Desktop/isa/Datasets/356/15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl_1_7_199.owl;59377521;101884307
file:////home/ktgroup/Desktop/isa/Datasets/356/15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl_1_7_206.owl;60602832;102769087
file:////home/ktgroup/Desktop/isa/Datasets/356/16060d98-1832-493e-b5db-35939b624ebb_rySMW_releases_functional.owl;62191046;257983442
file:////home/ktgroup/Desktop/isa/Datasets/356/16060d98-1832-493e-b5db-35939b624ebb_rySMW_releases_functional.owl_1_14_189.owl;64611259;146590074
file:////home/ktgroup/Desktop/isa/Datasets/356/16060d98-1832-493e-b5db-35939b624ebb_rySMW_releases_functional.owl_1_14_203.owl;62462157;149256535
file:////home/ktgroup/Desktop/isa/Datasets/356/16060d98-1832-493e-b5db-35939b624ebb_rySMW_releases_functional.owl_1_14_217.owl;62596671;154429042
file:////home/ktgroup/Desktop/isa/Datasets/356/16060d98-1832-493e-b5db-35939b624ebb_rySMW_releases_functional.owl_1_14_231.owl;62439233;160601291
file:////home/ktgroup/Desktop/isa/Datasets/356/16060d98-1832-493e-b5db-35939b624ebb_rySMW_releases_functional.owl_1_14_245.owl;62225100;162229786
file:////home/ktgroup/Desktop/isa/Datasets/356/16060d98-1832-493e-b5db-35939b624ebb_rySMW_releases_functional.owl_1_14_259.owl;63450856;164444705
file:////home/ktgroup/Desktop/isa/Datasets/356/16060d98-1832-493e-b5db-35939b624ebb_rySMW_releases_functional.owl_1_14_273.owl;61743869;170840722
file:////home/ktgroup/Desktop/isa/Datasets/356/16060d98-1832-493e-b5db-35939b624ebb_rySMW_releases_functional.owl_1_14_287.owl;62193320;173056466
file:////home/ktgroup/Desktop/isa/Datasets/356/16060d98-1832-493e-b5db-35939b624ebb_rySMW_releases_functional.owl_1_14_301.owl;63471237;174767118
file:////home/ktgroup/Desktop/isa/Datasets/356/16060d98-1832-493e-b5db-35939b624ebb_rySMW_releases_functional.owl_1_14_315.owl;63868965;182161336
file:////home/ktgroup/Desktop/isa/Datasets/356/1b99efff-7fdf-4fb3-8b01-9d8ab2efc8f1_3702.rdf_functional.owl;58066047;146007169
file:////home/ktgroup/Desktop/isa/Datasets/356/1b99efff-7fdf-4fb3-8b01-9d8ab2efc8f1_3702.rdf_functional.owl_1_44_100.owl;55973998;70720667
